! OpenFAST Deterministic Wind File
#
# Comment lines begin with "!" or "#" or "%", then the data lines must contain the following columns:
#
# If there are only 8 columns, upflow is assumed to be 0.
#
# Parameters are interpolated linearly between time steps; using nearest neighbor before the first time 
# listed in this file and after the last time listed in the file. 
#
! Time     Wind    Wind    Vertical    Horiz.      Pwr.Law     Lin.Vert.   Gust     Upflow
!          Speed   Dir     Speed       Shear       Vert.Shr    Shear       Speed    Angle 
! (sec)    (m/s)   (Deg)   (m/s)                                            (m/s)   (deg)
0    8.155514747338922    0    0    0    0    0    0    0    
1    8.274618661458796    0    0    0    0    0    0    0    
2    9.38010551144018    0    0    0    0    0    0    0    
3    8.340856821838804    0    0    0    0    0    0    0    
4    8.655261066700577    0    0    0    0    0    0    0    
5    10.121620253454626    0    0    0    0    0    0    0    
6    8.395456917917341    0    0    0    0    0    0    0    
7    9.40829124652301    0    0    0    0    0    0    0    
8    8.405646926252446    0    0    0    0    0    0    0    
9    10.252774198991009    0    0    0    0    0    0    0    
10    9.345841020509042    0    0    0    0    0    0    0    
11    8.1032454460527    0    0    0    0    0    0    0    
12    8.79739435253263    0    0    0    0    0    0    0    
13    7.745335394076566    0    0    0    0    0    0    0    
14    9.570374801502735    0    0    0    0    0    0    0    
15    7.245623920906585    0    0    0    0    0    0    0    
16    8.498951811954981    0    0    0    0    0    0    0    
17    7.933784767404835    0    0    0    0    0    0    0    
18    8.967784784306048    0    0    0    0    0    0    0    
19    9.498624210189496    0    0    0    0    0    0    0    
20    8.593088032127671    0    0    0    0    0    0    0    
21    7.872869973525384    0    0    0    0    0    0    0    
22    8.761441374261397    0    0    0    0    0    0    0    
23    8.750968160454203    0    0    0    0    0    0    0    
24    9.53914226099319    0    0    0    0    0    0    0    
25    8.606894111616183    0    0    0    0    0    0    0    
26    9.130449041660423    0    0    0    0    0    0    0    
27    9.516471668023899    0    0    0    0    0    0    0    
28    8.51074676032946    0    0    0    0    0    0    0    
29    8.79164590637485    0    0    0    0    0    0    0    
30    8.121817814064237    0    0    0    0    0    0    0    
31    8.881726293171335    0    0    0    0    0    0    0    
32    8.037821505551229    0    0    0    0    0    0    0    
33    8.896239356209405    0    0    0    0    0    0    0    
34    7.576296120931641    0    0    0    0    0    0    0    
35    9.604226508805784    0    0    0    0    0    0    0    
36    7.941305901121322    0    0    0    0    0    0    0    
37    8.191316709234387    0    0    0    0    0    0    0    
38    8.882844844885186    0    0    0    0    0    0    0    
39    8.061044620662678    0    0    0    0    0    0    0    
40    8.391206817438182    0    0    0    0    0    0    0    
41    8.483758873774304    0    0    0    0    0    0    0    
42    8.492439148940123    0    0    0    0    0    0    0    
43    8.29554554036547    0    0    0    0    0    0    0    
44    8.142977473297258    0    0    0    0    0    0    0    
45    9.5065304022028    0    0    0    0    0    0    0    
46    9.882155527263917    0    0    0    0    0    0    0    
47    7.901072094667046    0    0    0    0    0    0    0    
48    7.988260779450893    0    0    0    0    0    0    0    
49    7.9039089271388505    0    0    0    0    0    0    0    
50    8.860071726416347    0    0    0    0    0    0    0    
