! OpenFAST Deterministic Wind File
#
# Comment lines begin with "!" or "#" or "%", then the data lines must contain the following columns:
#
# If there are only 8 columns, upflow is assumed to be 0.
#
# Parameters are interpolated linearly between time steps; using nearest neighbor before the first time 
# listed in this file and after the last time listed in the file. 
#
! Time     Wind    Wind    Vertical    Horiz.      Pwr.Law     Lin.Vert.   Gust     Upflow
!          Speed   Dir     Speed       Shear       Vert.Shr    Shear       Speed    Angle 
! (sec)    (m/s)   (Deg)   (m/s)                                            (m/s)   (deg)
0    8.0224919982438    0    0    0    0    0    0    0    
1    7.956617347732305    0    0    0    0    0    0    0    
2    8.030482348374873    0    0    0    0    0    0    0    
3    8.370234878908995    0    0    0    0    0    0    0    
4    8.17660944343215    0    0    0    0    0    0    0    
5    7.935352047217123    0    0    0    0    0    0    0    
6    8.159580420619989    0    0    0    0    0    0    0    
7    7.388676975030143    0    0    0    0    0    0    0    
8    7.572903021330112    0    0    0    0    0    0    0    
9    8.540902863396475    0    0    0    0    0    0    0    
10    8.33563940738929    0    0    0    0    0    0    0    
11    8.03986514284873    0    0    0    0    0    0    0    
12    7.845363797962016    0    0    0    0    0    0    0    
13    8.3651588622096    0    0    0    0    0    0    0    
14    7.943781344495955    0    0    0    0    0    0    0    
15    7.897476520856913    0    0    0    0    0    0    0    
16    7.924146971735612    0    0    0    0    0    0    0    
17    8.005828712105073    0    0    0    0    0    0    0    
18    7.992693724504977    0    0    0    0    0    0    0    
19    7.792108442919888    0    0    0    0    0    0    0    
20    7.6256798030103194    0    0    0    0    0    0    0    
21    7.772139667557673    0    0    0    0    0    0    0    
22    8.184363492717877    0    0    0    0    0    0    0    
23    7.960691059380578    0    0    0    0    0    0    0    
24    7.727939275096167    0    0    0    0    0    0    0    
25    7.895547890113624    0    0    0    0    0    0    0    
26    7.974357690143093    0    0    0    0    0    0    0    
27    7.9854824458543305    0    0    0    0    0    0    0    
28    7.738526642786785    0    0    0    0    0    0    0    
29    7.965343308059109    0    0    0    0    0    0    0    
30    8.092515826542472    0    0    0    0    0    0    0    
31    8.231541028794474    0    0    0    0    0    0    0    
32    8.092971269524082    0    0    0    0    0    0    0    
33    7.920912788338857    0    0    0    0    0    0    0    
34    8.139601025203515    0    0    0    0    0    0    0    
35    7.712298026033464    0    0    0    0    0    0    0    
36    8.169316872039065    0    0    0    0    0    0    0    
37    8.144187276720578    0    0    0    0    0    0    0    
38    7.8521411552696465    0    0    0    0    0    0    0    
39    7.690602005498557    0    0    0    0    0    0    0    
40    8.043417151973571    0    0    0    0    0    0    0    
41    8.105375223042163    0    0    0    0    0    0    0    
42    7.875532449850199    0    0    0    0    0    0    0    
43    8.256877156462085    0    0    0    0    0    0    0    
44    7.781434175307547    0    0    0    0    0    0    0    
45    7.699599774967018    0    0    0    0    0    0    0    
46    7.867336414505863    0    0    0    0    0    0    0    
47    7.9829370680184955    0    0    0    0    0    0    0    
48    7.9154296820958105    0    0    0    0    0    0    0    
49    7.989418313670221    0    0    0    0    0    0    0    
50    8.189119969378954    0    0    0    0    0    0    0    
51    8.17935273011069    0    0    0    0    0    0    0    
52    8.019015735624064    0    0    0    0    0    0    0    
53    7.960013593028838    0    0    0    0    0    0    0    
54    8.340740649721841    0    0    0    0    0    0    0    
55    8.044045770009706    0    0    0    0    0    0    0    
56    7.905242567761102    0    0    0    0    0    0    0    
57    8.091618412793322    0    0    0    0    0    0    0    
58    8.183928636322007    0    0    0    0    0    0    0    
59    7.909652763777196    0    0    0    0    0    0    0    
60    8.097022046481156    0    0    0    0    0    0    0    
61    8.192054074464446    0    0    0    0    0    0    0    
62    8.30047586573367    0    0    0    0    0    0    0    
63    8.51731629811889    0    0    0    0    0    0    0    
64    7.850349444762307    0    0    0    0    0    0    0    
65    8.150924244549033    0    0    0    0    0    0    0    
66    7.882828386730954    0    0    0    0    0    0    0    
67    7.602932018808665    0    0    0    0    0    0    0    
68    8.20558366811274    0    0    0    0    0    0    0    
69    7.920865067148188    0    0    0    0    0    0    0    
70    8.218260960585093    0    0    0    0    0    0    0    
71    7.783121032911351    0    0    0    0    0    0    0    
72    8.031076722916023    0    0    0    0    0    0    0    
73    7.936531766412683    0    0    0    0    0    0    0    
74    8.199944025872009    0    0    0    0    0    0    0    
75    8.016979164495684    0    0    0    0    0    0    0    
76    8.223103166136173    0    0    0    0    0    0    0    
77    8.474431832865038    0    0    0    0    0    0    0    
78    8.03362142107043    0    0    0    0    0    0    0    
79    8.389808637741279    0    0    0    0    0    0    0    
80    8.265755044981354    0    0    0    0    0    0    0    
81    8.145034658774588    0    0    0    0    0    0    0    
