! OpenFAST Deterministic Wind File
#
# Comment lines begin with "!" or "#" or "%", then the data lines must contain the following columns:
#
# If there are only 8 columns, upflow is assumed to be 0.
#
# Parameters are interpolated linearly between time steps; using nearest neighbor before the first time 
# listed in this file and after the last time listed in the file. 
#
! Time     Wind    Wind    Vertical    Horiz.      Pwr.Law     Lin.Vert.   Gust     Upflow
!          Speed   Dir     Speed       Shear       Vert.Shr    Shear       Speed    Angle 
! (sec)    (m/s)   (Deg)   (m/s)                                            (m/s)   (deg)
0    6.7964071153453505    0    0    0    0    0    0    0    
1    6.472000800236925    0    0    0    0    0    0    0    
2    6.449313478038897    0    0    0    0    0    0    0    
3    6.427272335944134    0    0    0    0    0    0    0    
4    6.611327591069562    0    0    0    0    0    0    0    
5    6.8833095661880135    0    0    0    0    0    0    0    
6    6.94060833438602    0    0    0    0    0    0    0    
7    6.499941298966123    0    0    0    0    0    0    0    
8    6.7625771459173984    0    0    0    0    0    0    0    
9    6.513955086750631    0    0    0    0    0    0    0    
10    6.3096819833464695    0    0    0    0    0    0    0    
11    6.823740335698091    0    0    0    0    0    0    0    
12    6.603172152627128    0    0    0    0    0    0    0    
13    6.829294295275818    0    0    0    0    0    0    0    
14    6.9882850965636445    0    0    0    0    0    0    0    
15    6.631899930003394    0    0    0    0    0    0    0    
16    6.967581968941222    0    0    0    0    0    0    0    
17    6.765238024663526    0    0    0    0    0    0    0    
18    6.804387801027514    0    0    0    0    0    0    0    
19    6.642262117802429    0    0    0    0    0    0    0    
20    6.587989456264208    0    0    0    0    0    0    0    
21    6.225345239626793    0    0    0    0    0    0    0    
22    6.537032201821204    0    0    0    0    0    0    0    
23    6.646328132849703    0    0    0    0    0    0    0    
24    6.480163567477477    0    0    0    0    0    0    0    
25    6.334643628468668    0    0    0    0    0    0    0    
26    7.015388467801991    0    0    0    0    0    0    0    
27    6.913994196210895    0    0    0    0    0    0    0    
28    6.588973706507211    0    0    0    0    0    0    0    
29    6.6235293800780894    0    0    0    0    0    0    0    
30    6.684418202941566    0    0    0    0    0    0    0    
31    6.259339987742254    0    0    0    0    0    0    0    
32    6.4903671563874346    0    0    0    0    0    0    0    
33    6.423398792478517    0    0    0    0    0    0    0    
34    6.734350845854507    0    0    0    0    0    0    0    
35    6.6438323375684565    0    0    0    0    0    0    0    
36    6.469844434925182    0    0    0    0    0    0    0    
37    6.599967318482696    0    0    0    0    0    0    0    
38    6.819955638573457    0    0    0    0    0    0    0    
39    6.562384621058057    0    0    0    0    0    0    0    
40    6.306948467235897    0    0    0    0    0    0    0    
41    6.699901264743604    0    0    0    0    0    0    0    
42    6.537461527236632    0    0    0    0    0    0    0    
43    6.456967985367978    0    0    0    0    0    0    0    
44    6.997168039823679    0    0    0    0    0    0    0    
45    6.5593606654724415    0    0    0    0    0    0    0    
46    6.868375708400328    0    0    0    0    0    0    0    
47    6.646382525130804    0    0    0    0    0    0    0    
48    6.666384900340892    0    0    0    0    0    0    0    
49    6.368363511093857    0    0    0    0    0    0    0    
50    6.573493804795317    0    0    0    0    0    0    0    
51    6.561789195301485    0    0    0    0    0    0    0    
52    6.535840775091931    0    0    0    0    0    0    0    
53    6.9298949415994775    0    0    0    0    0    0    0    
54    6.679559114011935    0    0    0    0    0    0    0    
55    6.864926821378209    0    0    0    0    0    0    0    
56    6.696654294163968    0    0    0    0    0    0    0    
57    6.986959218652423    0    0    0    0    0    0    0    
58    6.910539746930808    0    0    0    0    0    0    0    
59    6.6779221993389815    0    0    0    0    0    0    0    
60    6.851084002349455    0    0    0    0    0    0    0    
61    6.9189274458574435    0    0    0    0    0    0    0    
62    6.915814923309773    0    0    0    0    0    0    0    
63    6.87992604925606    0    0    0    0    0    0    0    
64    6.933480741288082    0    0    0    0    0    0    0    
65    6.583832533813711    0    0    0    0    0    0    0    
66    6.433670388933925    0    0    0    0    0    0    0    
67    6.928232377752754    0    0    0    0    0    0    0    
68    6.491606463786474    0    0    0    0    0    0    0    
69    6.468751833163506    0    0    0    0    0    0    0    
70    6.706706119594204    0    0    0    0    0    0    0    
71    6.315715259732231    0    0    0    0    0    0    0    
72    6.467642563714229    0    0    0    0    0    0    0    
73    6.585910040672229    0    0    0    0    0    0    0    
74    6.224247838076908    0    0    0    0    0    0    0    
75    6.736556098059232    0    0    0    0    0    0    0    
