! OpenFAST Deterministic Wind File
#
# Comment lines begin with "!" or "#" or "%", then the data lines must contain the following columns:
#
# If there are only 8 columns, upflow is assumed to be 0.
#
# Parameters are interpolated linearly between time steps; using nearest neighbor before the first time 
# listed in this file and after the last time listed in the file. 
#
! Time     Wind    Wind    Vertical    Horiz.      Pwr.Law     Lin.Vert.   Gust     Upflow
!          Speed   Dir     Speed       Shear       Vert.Shr    Shear       Speed    Angle 
! (sec)    (m/s)   (Deg)   (m/s)                                            (m/s)   (deg)
0    11.731992388477487    0    0    0    0    0    0    0    
1    11.408457179981452    0    0    0    0    0    0    0    
2    11.279002292033331    0    0    0    0    0    0    0    
3    11.82932359648044    0    0    0    0    0    0    0    
4    11.293117752150462    0    0    0    0    0    0    0    
5    11.454637637037079    0    0    0    0    0    0    0    
6    11.118192068787934    0    0    0    0    0    0    0    
7    11.70252349153568    0    0    0    0    0    0    0    
8    11.303931484877213    0    0    0    0    0    0    0    
9    11.292940976852563    0    0    0    0    0    0    0    
10    11.370088640674592    0    0    0    0    0    0    0    
11    11.791524041008257    0    0    0    0    0    0    0    
12    11.705852822884827    0    0    0    0    0    0    0    
13    11.701467646855706    0    0    0    0    0    0    0    
14    11.466490597434413    0    0    0    0    0    0    0    
15    11.668895747590216    0    0    0    0    0    0    0    
16    11.28271301549669    0    0    0    0    0    0    0    
17    11.517741888439621    0    0    0    0    0    0    0    
18    11.369319164241565    0    0    0    0    0    0    0    
19    11.441133680088152    0    0    0    0    0    0    0    
20    11.535539620248281    0    0    0    0    0    0    0    
21    11.512250560401164    0    0    0    0    0    0    0    
22    11.778470064004402    0    0    0    0    0    0    0    
23    11.795089973338651    0    0    0    0    0    0    0    
24    11.647278695731638    0    0    0    0    0    0    0    
25    11.365975192359498    0    0    0    0    0    0    0    
26    11.7354088053381    0    0    0    0    0    0    0    
27    12.067590275419008    0    0    0    0    0    0    0    
28    11.257344782236895    0    0    0    0    0    0    0    
29    11.501083517783881    0    0    0    0    0    0    0    
30    11.366006386695606    0    0    0    0    0    0    0    
31    11.544155450033976    0    0    0    0    0    0    0    
32    11.683199586549355    0    0    0    0    0    0    0    
33    11.561183184978454    0    0    0    0    0    0    0    
34    11.639298380588215    0    0    0    0    0    0    0    
35    11.58678602330127    0    0    0    0    0    0    0    
36    11.634757316260973    0    0    0    0    0    0    0    
37    11.240275930520822    0    0    0    0    0    0    0    
38    11.371574259847097    0    0    0    0    0    0    0    
39    11.544870978817071    0    0    0    0    0    0    0    
40    11.594939242829184    0    0    0    0    0    0    0    
41    11.732724662650437    0    0    0    0    0    0    0    
42    11.3477406494617    0    0    0    0    0    0    0    
43    11.815661548472542    0    0    0    0    0    0    0    
44    11.498835654835448    0    0    0    0    0    0    0    
45    11.84969460690792    0    0    0    0    0    0    0    
46    11.691275648475031    0    0    0    0    0    0    0    
47    11.515874585182623    0    0    0    0    0    0    0    
48    11.47363481097926    0    0    0    0    0    0    0    
49    11.517076611685393    0    0    0    0    0    0    0    
50    11.590370897842202    0    0    0    0    0    0    0    
51    11.600164100696261    0    0    0    0    0    0    0    
52    11.863692171162684    0    0    0    0    0    0    0    
53    11.191610764669575    0    0    0    0    0    0    0    
54    11.84028333969936    0    0    0    0    0    0    0    
55    11.549831614021691    0    0    0    0    0    0    0    
56    11.465799413147787    0    0    0    0    0    0    0    
57    11.346538311734449    0    0    0    0    0    0    0    
58    11.731377089029753    0    0    0    0    0    0    0    
59    11.569227402163381    0    0    0    0    0    0    0    
60    11.482163958764158    0    0    0    0    0    0    0    
61    11.377498561871663    0    0    0    0    0    0    0    
62    11.570811499357387    0    0    0    0    0    0    0    
63    11.497070677778725    0    0    0    0    0    0    0    
64    11.668606255294243    0    0    0    0    0    0    0    
65    11.716785780962445    0    0    0    0    0    0    0    
66    11.65690927357644    0    0    0    0    0    0    0    
67    11.73040946398742    0    0    0    0    0    0    0    
68    11.67597389592631    0    0    0    0    0    0    0    
69    11.513935308043436    0    0    0    0    0    0    0    
70    11.804232521738289    0    0    0    0    0    0    0    
71    11.24192365559868    0    0    0    0    0    0    0    
72    11.685577461042701    0    0    0    0    0    0    0    
73    11.668255755723367    0    0    0    0    0    0    0    
74    11.31720483299117    0    0    0    0    0    0    0    
75    11.487018780135028    0    0    0    0    0    0    0    
76    11.319270524447507    0    0    0    0    0    0    0    
77    11.723665930031121    0    0    0    0    0    0    0    
78    11.714429288460352    0    0    0    0    0    0    0    
79    11.526088977566305    0    0    0    0    0    0    0    
80    11.80430399697618    0    0    0    0    0    0    0    
81    11.639653457133571    0    0    0    0    0    0    0    
82    11.752812007030792    0    0    0    0    0    0    0    
83    11.663878625039303    0    0    0    0    0    0    0    
84    11.541271055958054    0    0    0    0    0    0    0    
85    11.088081719157962    0    0    0    0    0    0    0    
86    11.537984474859357    0    0    0    0    0    0    0    
87    11.45881051792419    0    0    0    0    0    0    0    
88    11.583778237021702    0    0    0    0    0    0    0    
89    11.585766794324043    0    0    0    0    0    0    0    
90    11.120160809995868    0    0    0    0    0    0    0    
91    11.492207855512335    0    0    0    0    0    0    0    
92    11.549824640382047    0    0    0    0    0    0    0    
93    11.612345199680094    0    0    0    0    0    0    0    
94    11.363748188979322    0    0    0    0    0    0    0    
95    11.590025000602395    0    0    0    0    0    0    0    
96    11.73533782492532    0    0    0    0    0    0    0    
97    11.718001997075906    0    0    0    0    0    0    0    
98    11.673580463892264    0    0    0    0    0    0    0    
99    11.676466766253627    0    0    0    0    0    0    0    
100    11.445560058721187    0    0    0    0    0    0    0    
101    11.452280048764338    0    0    0    0    0    0    0    
102    11.451062441344234    0    0    0    0    0    0    0    
103    11.549451699645493    0    0    0    0    0    0    0    
104    11.569889582575948    0    0    0    0    0    0    0    
105    11.525756440732525    0    0    0    0    0    0    0    
106    11.66027621093415    0    0    0    0    0    0    0    
107    11.717835222920288    0    0    0    0    0    0    0    
108    11.400636612715857    0    0    0    0    0    0    0    
109    11.785598751124422    0    0    0    0    0    0    0    
110    11.725216462311579    0    0    0    0    0    0    0    
111    11.434084754210241    0    0    0    0    0    0    0    
112    11.708848382517848    0    0    0    0    0    0    0    
113    11.619360995428565    0    0    0    0    0    0    0    
114    11.585131774024376    0    0    0    0    0    0    0    
115    11.457342409590844    0    0    0    0    0    0    0    
116    11.358443413785368    0    0    0    0    0    0    0    
117    11.276179278875542    0    0    0    0    0    0    0    
118    11.681164378928376    0    0    0    0    0    0    0    
119    11.339987321961479    0    0    0    0    0    0    0    
120    11.570134844433197    0    0    0    0    0    0    0    
121    11.171419356308219    0    0    0    0    0    0    0    
122    11.44741357801301    0    0    0    0    0    0    0    
123    11.342367704658308    0    0    0    0    0    0    0    
124    11.644981382117363    0    0    0    0    0    0    0    
125    11.376445662437769    0    0    0    0    0    0    0    
126    11.618646887457553    0    0    0    0    0    0    0    
127    11.354844781629966    0    0    0    0    0    0    0    
128    10.923017167359198    0    0    0    0    0    0    0    
129    11.622960288519145    0    0    0    0    0    0    0    
130    11.626816147078978    0    0    0    0    0    0    0    
131    11.832625180228172    0    0    0    0    0    0    0    
132    11.610214878834269    0    0    0    0    0    0    0    
133    11.295515765625275    0    0    0    0    0    0    0    
134    11.395836588614038    0    0    0    0    0    0    0    
135    11.57933972862072    0    0    0    0    0    0    0    
136    11.442741188547073    0    0    0    0    0    0    0    
137    11.815637231863512    0    0    0    0    0    0    0    
138    11.325433227632619    0    0    0    0    0    0    0    
139    11.684420406540745    0    0    0    0    0    0    0    
140    11.536348742071837    0    0    0    0    0    0    0    
141    11.6724839819739    0    0    0    0    0    0    0    
142    11.474742236512716    0    0    0    0    0    0    0    
143    11.482863835756378    0    0    0    0    0    0    0    
144    11.417616155848274    0    0    0    0    0    0    0    
145    11.439960857865533    0    0    0    0    0    0    0    
146    11.522148553135535    0    0    0    0    0    0    0    
147    11.579131821072613    0    0    0    0    0    0    0    
148    11.33251872253615    0    0    0    0    0    0    0    
149    11.436917201898964    0    0    0    0    0    0    0    
150    11.743777984076221    0    0    0    0    0    0    0    
151    11.318726879842368    0    0    0    0    0    0    0    
152    11.47122544668018    0    0    0    0    0    0    0    
153    11.442449708789727    0    0    0    0    0    0    0    
154    12.034455298868883    0    0    0    0    0    0    0    
155    11.627243805504547    0    0    0    0    0    0    0    
156    11.33864626234653    0    0    0    0    0    0    0    
157    11.739782916696015    0    0    0    0    0    0    0    
158    11.303392388093172    0    0    0    0    0    0    0    
159    11.73371771332197    0    0    0    0    0    0    0    
160    11.272783853317376    0    0    0    0    0    0    0    
161    11.498248095751029    0    0    0    0    0    0    0    
162    11.519148499018439    0    0    0    0    0    0    0    
163    11.318979983212712    0    0    0    0    0    0    0    
164    11.258544164473658    0    0    0    0    0    0    0    
165    11.58119975674718    0    0    0    0    0    0    0    
166    11.805189692769506    0    0    0    0    0    0    0    
167    11.566634072660365    0    0    0    0    0    0    0    
168    11.369195284996792    0    0    0    0    0    0    0    
169    11.47192564536816    0    0    0    0    0    0    0    
170    11.646350032591243    0    0    0    0    0    0    0    
171    11.81402367851064    0    0    0    0    0    0    0    
172    11.676511401352721    0    0    0    0    0    0    0    
173    11.58176929010151    0    0    0    0    0    0    0    
174    11.279060804658455    0    0    0    0    0    0    0    
175    11.728979538048627    0    0    0    0    0    0    0    
176    11.663040018909788    0    0    0    0    0    0    0    
177    11.748859063342103    0    0    0    0    0    0    0    
178    11.592137137429676    0    0    0    0    0    0    0    
179    11.587007854373182    0    0    0    0    0    0    0    
180    11.815251148711322    0    0    0    0    0    0    0    
181    11.655090890948317    0    0    0    0    0    0    0    
182    11.646881589152201    0    0    0    0    0    0    0    
183    11.951728500585798    0    0    0    0    0    0    0    
184    11.474966537629664    0    0    0    0    0    0    0    
185    11.304044365809602    0    0    0    0    0    0    0    
186    11.581695471456634    0    0    0    0    0    0    0    
187    11.62844874692143    0    0    0    0    0    0    0    
188    11.385288161160808    0    0    0    0    0    0    0    
189    11.299173727321154    0    0    0    0    0    0    0    
190    11.480791880322528    0    0    0    0    0    0    0    
191    11.417546561090306    0    0    0    0    0    0    0    
192    11.707399714561117    0    0    0    0    0    0    0    
193    11.715786772916418    0    0    0    0    0    0    0    
194    11.829763000297286    0    0    0    0    0    0    0    
195    11.701795204977172    0    0    0    0    0    0    0    
196    11.542508172243346    0    0    0    0    0    0    0    
197    11.472672553540615    0    0    0    0    0    0    0    
198    11.544272618349321    0    0    0    0    0    0    0    
199    11.626732585328094    0    0    0    0    0    0    0    
200    11.616950277678724    0    0    0    0    0    0    0    
201    11.456108519056373    0    0    0    0    0    0    0    
202    11.511755284450132    0    0    0    0    0    0    0    
203    11.513861418885323    0    0    0    0    0    0    0    
204    11.66091355758054    0    0    0    0    0    0    0    
205    11.325758483779493    0    0    0    0    0    0    0    
206    11.683441176631007    0    0    0    0    0    0    0    
207    11.767660706818921    0    0    0    0    0    0    0    
208    11.78525474589688    0    0    0    0    0    0    0    
209    11.209536832008826    0    0    0    0    0    0    0    
210    11.516692388561772    0    0    0    0    0    0    0    
211    11.54236790095337    0    0    0    0    0    0    0    
212    11.679472803501877    0    0    0    0    0    0    0    
213    11.214805828533171    0    0    0    0    0    0    0    
214    11.258370498854944    0    0    0    0    0    0    0    
215    11.340201994340461    0    0    0    0    0    0    0    
216    11.645253494020027    0    0    0    0    0    0    0    
217    11.662767247732946    0    0    0    0    0    0    0    
218    11.698637033759669    0    0    0    0    0    0    0    
219    11.785059846403614    0    0    0    0    0    0    0    
220    11.339127249161182    0    0    0    0    0    0    0    
221    11.42119629518281    0    0    0    0    0    0    0    
222    11.183964102351196    0    0    0    0    0    0    0    
223    11.512693611957431    0    0    0    0    0    0    0    
224    11.821320008973148    0    0    0    0    0    0    0    
225    11.489431790737596    0    0    0    0    0    0    0    
226    11.562429623153278    0    0    0    0    0    0    0    
227    11.595755513031175    0    0    0    0    0    0    0    
228    11.253736493214594    0    0    0    0    0    0    0    
229    11.40856124285855    0    0    0    0    0    0    0    
230    11.644857404716117    0    0    0    0    0    0    0    
231    11.570581464767194    0    0    0    0    0    0    0    
232    11.875808199240833    0    0    0    0    0    0    0    
233    11.452871335927238    0    0    0    0    0    0    0    
234    11.609373068677781    0    0    0    0    0    0    0    
235    11.319316092087766    0    0    0    0    0    0    0    
236    11.298102182091764    0    0    0    0    0    0    0    
237    11.611237366878461    0    0    0    0    0    0    0    
238    11.730082556230224    0    0    0    0    0    0    0    
239    11.919950860065939    0    0    0    0    0    0    0    
240    11.674392402053506    0    0    0    0    0    0    0    
241    11.506326029667814    0    0    0    0    0    0    0    
242    11.823141886560881    0    0    0    0    0    0    0    
243    11.722486363591749    0    0    0    0    0    0    0    
244    11.857129141636305    0    0    0    0    0    0    0    
245    11.371727515287212    0    0    0    0    0    0    0    
246    11.942117174175626    0    0    0    0    0    0    0    
247    11.234045255073088    0    0    0    0    0    0    0    
248    11.64153844002519    0    0    0    0    0    0    0    
249    11.617101387286269    0    0    0    0    0    0    0    
250    11.85101685792108    0    0    0    0    0    0    0    
251    11.606643946524711    0    0    0    0    0    0    0    
